date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:36:51	21334/21334	---M-Z	200	added ('OK')	text/css	etag:%2273c11a253187d433307a1de3b8fa37bc%22	https://demo.hasthemes.com/autima-preview/autima/assets/css/jquery-ui.min.css	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/css/jquery-ui.min.css	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:36:51	2565/2565	---M-Z	200	added ('OK')	text/css	etag:%228e21a21932cdab2c93b97703f6095a5b%22	https://demo.hasthemes.com/autima-preview/autima/assets/css/slinky.menu.css	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/css/slinky.menu.css	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:36:51	19530/19530	---M-Z	200	added ('OK')	text/css	etag:%22b1038c526af3afe1d72b74716e61d420%22	https://demo.hasthemes.com/autima-preview/autima/assets/css/plugins.css	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/css/plugins.css	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:36:52	209271/209271	---M-Z	200	added ('OK')	text/css	etag:%22c8a06ede10f07c0880e694ca6e524766%22	https://demo.hasthemes.com/autima-preview/autima/assets/css/style.css	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/css/style.css	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:36:52	8599/8599	---M-Z	200	added ('OK')	application/javascript	etag:%22ee25e20d7e9ab3a9176a13b399811ba3%22	https://demo.hasthemes.com/autima-preview/autima/assets/js/vendor/modernizr-3.7.1.min.js	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/js/vendor/modernizr-3.7.1.min.js	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:36:53	50546/50546	---MCZ	200	added ('OK')	text/html	etag:%2252d8a17ecac6ddc539e9cd034b7389a8%22	https://demo.hasthemes.com/autima-preview/autima/checkout.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/checkout.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:36:54	43569/43569	---MCZ	200	added ('OK')	text/html	etag:%228ac73d6b7c69e012bcc80d42289a2d90%22	https://demo.hasthemes.com/autima-preview/autima/my-account.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/my-account.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:36:55	39681/39681	---MCZ	200	added ('OK')	text/html	etag:%2240ee64e62cc3876c152087e3450f8e72%22	https://demo.hasthemes.com/autima-preview/autima/cart.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/cart.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:36:55	756/756	---M--	200	added ('OK')	image/png	etag:%224ead2b1fb5867ba2eb1b3dace521afa1%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/logo/language.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/logo/language.png	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:36:56	37867/37867	---MCZ	200	added ('OK')	text/html	etag:%228827164ad8f467f13d49f7d879f225ea%22	https://demo.hasthemes.com/autima-preview/autima/wishlist.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/wishlist.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:36:56	631/631	---M--	200	added ('OK')	image/png	etag:%221847a064eade7847fcb0a210afb90c86%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/logo/language2.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/logo/language2.png	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:36:56	660/660	---M--	200	added ('OK')	image/png	etag:%22b75822f8fe41250b720c8d49c8af6bf3%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/logo/logo.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/logo/logo.png	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:36:56	2169/2169	---M--	200	added ('OK')	image/jpeg	etag:%22241e530d7dbc4e5dff486910ddf45a48%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/s-product/product.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/s-product/product.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:36:56	1685/1685	---M--	200	added ('OK')	image/jpeg	etag:%221fbd954687ae0a5435bd06cb926a83e9%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/s-product/product2.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/s-product/product2.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:36:57	341616/341616	---MCZ	200	added ('OK')	text/html	etag:%221f58cbb60d3b3ee7de8d47eea2feb741%22	https://demo.hasthemes.com/autima-preview/autima/index-2.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/index-2.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:36:59	276963/276963	---MCZ	200	added ('OK')	text/html	etag:%22d97430ee8006dcff65d4529cae9955f6%22	https://demo.hasthemes.com/autima-preview/autima/index-3.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/index-3.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:36:59	128097/128097	---MCZ	200	added ('OK')	text/html	etag:%22c066c61cdbb8850adacdbd2be38428e1%22	https://demo.hasthemes.com/autima-preview/autima/index-4.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/index-4.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:00	220250/220250	---MCZ	200	added ('OK')	text/html	etag:%2202b832e7cb03f82f1a6aed3397b24191%22	https://demo.hasthemes.com/autima-preview/autima/index-5.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/index-5.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:01	277834/277834	---MCZ	200	added ('OK')	text/html	etag:%2285b22dd4faf4e0df329913b75a1292ca%22	https://demo.hasthemes.com/autima-preview/autima/index-6.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/index-6.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:01	215202/215202	---MCZ	200	added ('OK')	text/html	etag:%22b9207a00fa2657d529d0fa65ea0b30db%22	https://demo.hasthemes.com/autima-preview/autima/index-7.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/index-7.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:03	130369/130369	---MCZ	200	added ('OK')	text/html	etag:%226439042939795015c865710747707350%22	https://demo.hasthemes.com/autima-preview/autima/shop.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/shop.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:04	122922/122922	---MCZ	200	added ('OK')	text/html	etag:%22afebbbe67f030b25267388c807f22378%22	https://demo.hasthemes.com/autima-preview/autima/shop-fullwidth.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/shop-fullwidth.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:05	122728/122728	---MCZ	200	added ('OK')	text/html	etag:%228a60034c52bfd8fba6b39b21df8389e7%22	https://demo.hasthemes.com/autima-preview/autima/shop-fullwidth-list.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/shop-fullwidth-list.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:06	130385/130385	---MCZ	200	added ('OK')	text/html	etag:%227f1c37203e6708809d68395ad5089ba5%22	https://demo.hasthemes.com/autima-preview/autima/shop-right-sidebar.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/shop-right-sidebar.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:06	130179/130179	---MCZ	200	added ('OK')	text/html	etag:%22ef65e1a64fa1cc2900afe80e39859926%22	https://demo.hasthemes.com/autima-preview/autima/shop-list.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/shop-list.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:07	130188/130188	---MCZ	200	added ('OK')	text/html	etag:%22b1181c33f63fe16cf8f29e385bc40d12%22	https://demo.hasthemes.com/autima-preview/autima/shop-right-sidebar-list.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/shop-right-sidebar-list.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:07	78631/78631	---M-Z	200	added ('OK')	text/html	etag:%2248008e74f313a8ae450960001414a713%22	https://demo.hasthemes.com/autima-preview/autima/product-details.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/product-details.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:08	33993/33993	---MCZ	200	added ('OK')	text/html	etag:%222f5e39cb81d09036e0bdd4b99191846e%22	https://demo.hasthemes.com/autima-preview/autima/404.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/404.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:09	110806/110806	---MCZ	200	added ('OK')	text/html	etag:%2231b025551209c4282e6d3cad347c5a93%22	https://demo.hasthemes.com/autima-preview/autima/product-sidebar.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/product-sidebar.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:10	79397/79397	---MCZ	200	added ('OK')	text/html	etag:%222636850bef090877d134678035f11d4a%22	https://demo.hasthemes.com/autima-preview/autima/product-grouped.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/product-grouped.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:10	30751/30751	---M--	200	added ('OK')	image/jpeg	etag:%220f88034a520c58800646d412d032240e%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/bg/banner1.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/bg/banner1.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:11	100675/100675	---MCZ	200	added ('OK')	text/html	etag:%2296b0aa5c1c33d413f7be78b8c8aa2561%22	https://demo.hasthemes.com/autima-preview/autima/variable-product.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/variable-product.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:11	43769/43769	---MCZ	200	added ('OK')	text/html	etag:%2265de19666805af19ce1d567a1726127b%22	https://demo.hasthemes.com/autima-preview/autima/blog.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/blog.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:12	52651/52651	---MCZ	200	added ('OK')	text/html	etag:%2290a1d30ee27601bd467a6c6f22b424ae%22	https://demo.hasthemes.com/autima-preview/autima/blog-details.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/blog-details.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:13	51903/51903	---MCZ	200	added ('OK')	text/html	etag:%22146ccf2e8d12aefcab4d419cce8568a4%22	https://demo.hasthemes.com/autima-preview/autima/blog-fullwidth.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/blog-fullwidth.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:14	50228/50228	---MCZ	200	added ('OK')	text/html	etag:%2212f07a25b22e4322ce8a170875747a4c%22	https://demo.hasthemes.com/autima-preview/autima/blog-sidebar.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/blog-sidebar.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:15	43048/43048	---MCZ	200	added ('OK')	text/html	etag:%2296d4304fccc70531d2f73f8151468274%22	https://demo.hasthemes.com/autima-preview/autima/about.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/about.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:15	46590/46590	---MCZ	200	added ('OK')	text/html	etag:%228be5582513a9f19f5599e285a0e6bddf%22	https://demo.hasthemes.com/autima-preview/autima/services.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/services.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:16	44397/44397	---MCZ	200	added ('OK')	text/html	etag:%22af5a7b6542beb7e80a3b9ec408494641%22	https://demo.hasthemes.com/autima-preview/autima/faq.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/faq.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:17	35906/35906	---MCZ	200	added ('OK')	text/html	etag:%2202e3bd5a77d1dfef5b4425cd4b62546e%22	https://demo.hasthemes.com/autima-preview/autima/login.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/login.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:18	40815/40815	---MCZ	200	added ('OK')	text/html	etag:%22360c3536f52969c42911284449a6977a%22	https://demo.hasthemes.com/autima-preview/autima/compare.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/compare.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:19	38598/38598	---MCZ	200	added ('OK')	text/html	etag:%22056282cffda49349b04e3f2cadb66087%22	https://demo.hasthemes.com/autima-preview/autima/privacy-policy.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/privacy-policy.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:19	4869/4869	---MCZ	200	added ('OK')	text/html	etag:%227d2925f7790937311d04751804d45b5f%22	https://demo.hasthemes.com/autima-preview/autima/coming-soon.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/coming-soon.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:20	29869/29869	---M--	200	added ('OK')	image/jpeg	etag:%22d73da8153f8625274de212bf826eb9cb%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/bg/banner2.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/bg/banner2.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:20	36721/36721	---MCZ	200	added ('OK')	text/html	etag:%223e441356aac1ea7633c03b623b59e717%22	https://demo.hasthemes.com/autima-preview/autima/contact.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/contact.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:21	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Tue,%2001%20Dec%202020%2006:37:22%20GMT	https://demo.hasthemes.com/autima-preview/autima/shop-left-sidebar.html	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/shop-left-sidebar.html	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:21	28245/28245	---M--	200	added ('OK')	image/jpeg	etag:%2281cc88a21584cac92505ec1b90a68ae2%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider1.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider1.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:22	31950/31950	---M--	200	added ('OK')	image/jpeg	etag:%2254f72f4d1669adea3cf40979488a5393%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider2.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider2.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:22	34045/34045	---M--	200	added ('OK')	image/jpeg	etag:%2276ea5549eb80e588f3a9846da278f742%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider3.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/slider/slider3.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:22	894/894	---M--	200	added ('OK')	image/png	etag:%2257d0e001f582726edd5c547f91f521a7%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/about/shipping1.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/about/shipping1.png	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:22	879/879	---M--	200	added ('OK')	image/png	etag:%2202e0a1edb4ef735ba7c2ff266690daba%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/about/shipping2.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/about/shipping2.png	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:22	821/821	---M--	200	added ('OK')	image/png	etag:%22f26fb96b8955e2bb63fb37c15a368a40%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/about/shipping3.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/about/shipping3.png	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:23	707/707	---M--	200	added ('OK')	image/png	etag:%22eb48b326c86cd246598cc9b734cb5c91%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/about/shipping4.png	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/about/shipping4.png	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:23	18370/18370	---M--	200	added ('OK')	image/jpeg	etag:%221b8e52513bff7cdb95c629b8528ae52f%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product1.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product1.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:23	19670/19670	---M--	200	added ('OK')	image/jpeg	etag:%22afef3e88edec1b6d51da27e2c905712e%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product2.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product2.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:23	20834/20834	---M--	200	added ('OK')	image/jpeg	etag:%22bd494763ea789b7e2c84593bfb93681a%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product3.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product3.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:24	18973/18973	---M--	200	added ('OK')	image/jpeg	etag:%224ee189efd5c4f475234ea856638a24c7%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product4.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product4.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:24	16031/16031	---M--	200	added ('OK')	image/jpeg	etag:%2263ad581f63cf84137d3c7b9e4419e07f%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product5.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product5.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:24	21824/21824	---M--	200	added ('OK')	image/jpeg	etag:%227289919106094b996bdf5dd09320a756%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product6.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product6.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:24	24426/24426	---M--	200	added ('OK')	image/jpeg	etag:%226cf2c60af867a77f1ab176e0c2aafbc2%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product7.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product7.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:24	20389/20389	---M--	200	added ('OK')	image/jpeg	etag:%222a3272031a9868db36dffbbf058f7aff%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product8.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product8.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:25	19259/19259	---M--	200	added ('OK')	image/jpeg	etag:%226bebecfed02854e01411e6049c431de8%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product9.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product9.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:25	21634/21634	---M--	200	added ('OK')	image/jpeg	etag:%2255e9a5fd2f0834750b28011f373001f7%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product10.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product10.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:25	19051/19051	---M--	200	added ('OK')	image/jpeg	etag:%229d7aaf42b9d4be8ea9212130358bf8b2%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product11.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product11.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:25	18085/18085	---M--	200	added ('OK')	image/jpeg	etag:%228b0ac67c0970762253f82987e02bd799%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product12.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product12.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:26	15495/15495	---M--	200	added ('OK')	image/jpeg	etag:%2257f3d168051774d22d35403324d230ba%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product13.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product13.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:26	7957/7957	---M--	200	added ('OK')	image/jpeg	etag:%2256f0389abcac970990276107a73b90d1%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product14.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product14.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:26	18973/18973	---M--	200	added ('OK')	image/jpeg	etag:%224ee189efd5c4f475234ea856638a24c7%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product15.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product15.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:26	8563/8563	---M--	200	added ('OK')	image/jpeg	etag:%22072603ef94b5632050e4bc61dacdd1ee%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product16.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product16.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:26	15239/15239	---M--	200	added ('OK')	image/jpeg	etag:%2221f2f4729a950a2f84666cbd70bbbdf5%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product17.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product17.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:27	26973/26973	---M--	200	added ('OK')	image/jpeg	etag:%22d120870ddeb425f94b160c5b7a065fd4%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/product/product18.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/product/product18.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
10:37:27	5149/5149	---M--	200	added ('OK')	image/jpeg	etag:%226064a894cee764bafc4ab893ecdaa096%22	https://demo.hasthemes.com/autima-preview/autima/assets/img/featured/featured.jpg	C:/My%20Web%20Sites/altima/demo.hasthemes.com/autima-preview/autima/assets/img/featured/featured.jpg	(from https://demo.hasthemes.com/autima-preview/autima/index.html)
